Candidate ID Number,Position Title,Department,Furthest Recruiting Stage Reached,Date of Application,Application Source,Years of Experience,Candidate Type,Degree,School,Major,Degree,School,Major,Degree,School,Major,Degree,School,Major
2391686,Associate Relationship Manager,Sales,New Application,2/11/16,Advertisement,0,Campus,Bachelors,Columbia,Mathematics,,,,,,,,,
519284,Operations Generalist,Operations,New Application,2/19/17,Advertisement,0,Campus,Bachelors,NYU,Mathematics,,,,,,,,,
247409,Financial Analyst,Finance,New Application,2/12/17,Campus Job Board,1,Campus,Bachelors,Vanderbilt,Management,Bachelors,Columbia,Business,,,,,,
4589466,UX Designer,Product,In-House Interview,1/21/17,Website,3,Experienced,Bachelors,Harvard,Statistics,,,,,,,,,
1101947,Associate Product Manager,Product,New Application,8/27/18,Campus Job Board,0,Campus,Bachelors,Harvard,English,,,,,,,,,
1535234,System Engineer,Engineering,New Application,12/10/18,Campus Job Board,0,Campus,Bachelors,Vanderbilt,Computer Science,,,,,,,,,
5179847,Associate Relationship Manager,Sales,New Application,9/11/16,Campus Job Board,0,Campus,Bachelors,MIT,Statistics,,,,,,,,,
4063661,Sr. Business Analyst,IT,New Application,6/29/16,Career Fair,15,Experienced,Bachelors,Harvard,Statistics,,,,,,,,,
203532,System Engineer,Engineering,New Application,10/15/17,Career Fair,0,Campus,Bachelors,University of Texas,Computer Science,Masters,Harvard,English,Masters,NYU,Computer Science,,,
6175122,System Engineer,Engineering,Phone Screen,1/14/16,Advertisement,0,Campus,Bachelors,Vanderbilt,Statistics,,,,,,,,,
1688046,Financial Analyst,Finance,Phone Screen,11/20/16,Campus Event,2,Campus,PhD,UC Berkeley,Computer Science,Bachelors,University of Texas,Statistics,,,,,,
206306,System Engineer,Engineering,New Application,9/27/16,Campus Job Board,0,Campus,Bachelors,Harvard,Mathematics,,,,,,,,,
5068932,System Engineer,Engineering,New Application,10/31/18,Campus Job Board,2,Campus,Bachelors,Harvard,Computer Science,Masters,University of Washington,Computer Science,Masters,Harvard,Mathematics,,,
6134621,System Engineer,Engineering,Phone Screen,11/6/17,Campus Event,4,Campus,Bachelors,NYU,Statistics,PhD,NYU,Statistics,,,,,,
4168482,System Engineer,Engineering,New Application,8/4/18,Career Fair,0,Campus,Bachelors,MIT,Mathematics,,,,,,,,,
222761,Finance Manager,Finance,New Application,4/28/17,Agency,9,Experienced,Bachelors,Harvard,Political Science,,,,,,,,,
6349592,System Engineer,Engineering,Phone Screen,10/14/18,Advertisement,4,Campus,PhD,NYU,Mathematics,Bachelors,NYU,English,,,,,,
2510,Associate Relationship Manager,Sales,Offer Sent,12/13/18,Career Fair,0,Campus,Bachelors,Georgia Tech,Psychology,Bachelors,Columbia,Management,,,,,,
6329166,Associate Relationship Manager,Sales,Phone Screen,12/17/18,Campus Job Board,0,Campus,Bachelors,NYU,Sociology,,,,,,,,,
6107387,System Engineer,Engineering,Phone Screen,9/30/17,Campus Event,0,Campus,PhD,Harvard,Statistics,Bachelors,MIT,Economics,,,,,,
101700,Financial Analyst,Finance,New Application,12/18/17,Campus Job Board,0,Campus,Bachelors,Georgia Tech,Physics,,,,,,,,,
470609,System Engineer,Engineering,Phone Screen,8/5/18,Campus Event,1,Campus,Bachelors,MIT,Computer Science,PhD,NYU,Computer Science,,,,,,
6289349,IT Analyst,IT,Phone Screen,10/10/17,Website,2,Campus,Bachelors,Harvard,Statistics,PhD,Harvard,Computer Science,,,,,,
604457,IT Analyst,IT,New Application,9/28/18,Campus Job Board,1,Campus,Bachelors,MIT,Statistics,PhD,MIT,Computer Science,,,,,,
6295974,Operations Coordinator,Operations,New Application,10/20/18,Career Fair,4,Campus,Bachelors,Columbia,Economics,Masters,University of Texas,Computer Science,PhD,NYU,Mathematics,,,
1417587,Sr. Business Analyst,IT,New Application,9/12/17,Website,8,Experienced,Bachelors,MIT,Statistics,,,,,,,,,
4089032,Finance Manager,Finance,New Application,6/17/16,Website,7,Experienced,Bachelors,NYU,Business,,,,,,,,,
134834,Associate Product Manager,Product,New Application,9/15/17,Campus Job Board,0,Campus,Bachelors,Columbia,Mathematics,,,,,,,,,
2128034,System Engineer,Engineering,New Application,10/19/16,Career Fair,0,Campus,Bachelors,Harvard,Mathematics,,,,,,,,,
2998577,System Engineer,Engineering,New Application,10/6/18,Campus Job Board,2,Campus,Masters,Georgia Tech,Computer Science,Bachelors,MIT,Physics,PhD,NYU,Computer Science,,,
148106,System Engineer,Engineering,New Application,8/1/18,Campus Job Board,0,Campus,Bachelors,Columbia,Computer Science,,,,,,,,,
5457584,Operations Generalist,Operations,New Application,11/20/18,Career Fair,0,Campus,Bachelors,Harvard,Statistics,,,,,,,,,
4165631,UX Designer,Product,In-house Interview,9/29/17,Agency,11,Experienced,Bachelors,NYU,Mathematics,,,,,,,,,
1489901,System Engineer,Engineering,New Application,8/2/18,Career Fair,0,Campus,Bachelors,University of Texas,Computer Science,,,,,,,,,
3869096,System Engineer,Engineering,New Application,11/11/16,Campus Job Board,2,Campus,Bachelors,MIT,Computer Science,PhD,Columbia,Statistics,,,,,,
76001,Associate Relationship Manager,Sales,New Application,2/19/17,Campus Job Board,0,Campus,Bachelors,University of Washington,Computer Science,,,,,,,,,
3924186,Sr. Product Manager,Product,In-House Interview,5/13/18,Website,6,Experienced,Bachelors,Georgia Tech,Statistics,Bachelors,UC Berkeley,Statistics,,,,,,
234284,Associate Relationship Manager,Sales,In-House Interview,3/1/18,Campus Job Board,1,Campus,Bachelors,UC Berkeley,Statistics,Bachelors,Harvard,Management,,,,,,
46125,System Engineer,Engineering,New Application,12/18/17,Campus Job Board,0,Campus,Bachelors,Columbia,Computer Science,,,,,,,,,
1672062,Account Executive,Sales,New Application,12/11/18,Agency,5,Experienced,Bachelors,Harvard,Sociology,,,,,,,,,
5160746,Operations Coordinator,Operations,New Application,12/28/18,Campus Event,1,Campus,PhD,Harvard,Mathematics,Masters,MIT,Mathematics,Bachelors,MIT,Statistics,,,
6080217,Associate Product Manager,Product,New Application,2/18/18,Campus Event,4,Campus,PhD,MIT,Statistics,Bachelors,Harvard,English,,,,,,
611492,Operations Coordinator,Operations,New Application,10/28/16,Website,0,Campus,Bachelors,University of Texas,Business,,,,,,,,,
2024736,System Engineer,Engineering,New Application,12/26/17,Campus Job Board,0,Campus,Bachelors,University of Washington,Computer Science,,,,,,,,,
734082,System Engineer,Engineering,New Application,9/19/16,Career Fair,0,Campus,Bachelors,NYU,Economics,,,,,,,,,
6354821,Operations Generalist,Operations,New Application,9/2/17,Campus Job Board,0,Campus,Bachelors,MIT,Economics,,,,,,,,,
160247,System Engineer,Engineering,In-House Interview,10/30/18,Career Fair,2,Campus,Bachelors,University of Texas,Computer Science,Masters,Harvard,Statistics,PhD,Harvard,English,,,
3388722,Operations Coordinator,Operations,New Application,1/7/18,Campus Job Board,2,Campus,Bachelors,Harvard,Statistics,Masters,Harvard,Physics,Masters,NYU,Economics,,,
1192982,Associate Relationship Manager,Sales,New Application,3/8/18,Campus Job Board,0,Campus,Bachelors,University of Texas,Psychology,,,,,,,,,
12056,System Engineer,Engineering,New Application,8/2/18,Career Fair,0,Campus,Bachelors,University of Texas,Computer Science,,,,,,,,,
744234,Operations Coordinator,Operations,Phone Screen,3/26/18,Campus Job Board,1,Campus,PhD,University of Texas,Sociology,Bachelors,University of Texas,Mathematics,,,,,,
301721,Associate Relationship Manager,Sales,In-House Interview,8/16/18,Career Fair,3,Campus,Bachelors,NYU,Statistics,Bachelors,NYU,Political Science,,,,,,
103232,System Engineer,Engineering,New Application,10/28/16,Career Fair,0,Campus,Bachelors,Harvard,Computer Science,,,,,,,,,
150234,Associate Relationship Manager,Sales,New Application,8/1/18,Campus Event,1,Campus,Masters,MIT,Computer Science,Bachelors,MIT,Statistics,,,,,,
186392,Account Executive,Sales,New Application,8/18/18,Advertisement,4,Experienced,Bachelors,Harvard,Political Science,,,,,,,,,
18396,Associate Relationship Manager,Sales,New Application,10/19/17,Campus Job Board,0,Campus,Bachelors,MIT,Computer Science,,,,,,,,,
43220,System Engineer,Engineering,New Application,1/6/16,Advertisement,0,Campus,Bachelors,NYU,Statistics,,,,,,,,,
2739912,Associate Product Manager,Product,New Application,12/4/18,Campus Job Board,0,Campus,Bachelors,NYU,Computer Science,,,,,,,,,
2867732,Operations Coordinator,Operations,New Application,9/20/17,Career Fair,0,Campus,Bachelors,NYU,Mathematics,,,,,,,,,
1553912,System Engineer,Engineering,New Application,11/17/16,Campus Job Board,1,Campus,Masters,Harvard,Computer Science,Bachelors,Harvard,Economics,Bachelors,Harvard,Mathematics,,,
2964984,Associate Relationship Manager,Sales,In-House Interview,12/25/16,Campus Job Board,0,Campus,Masters,NYU,Economics,Bachelors,University of Michigan,Classics,,,,,,
159909,Associate Product Manager,Product,New Application,12/1/18,Campus Job Board,0,Campus,Bachelors,NYU,Statistics,,,,,,,,,
164732,Associate Product Manager,Product,New Application,12/11/17,Career Fair,0,Campus,Bachelors,NYU,Economics,,,,,,,,,
113621,Operations Generalist,Operations,New Application,11/1/18,Website,0,Campus,Bachelors,MIT,Computer Science,,,,,,,,,
6930,System Engineer,Engineering,New Application,12/2/17,Advertisement,4,Campus,Bachelors,NYU,Statistics,,,,,,,,,
6073937,Associate Relationship Manager,Sales,Phone Screen,1/25/17,Campus Job Board,0,Campus,Masters,UC Berkeley,Mathematics,Bachelors,Georgia Tech,Mathematics,Bachelors,Georgia Tech,Mathematics,,,
6331317,Associate Relationship Manager,Sales,Phone Screen,12/5/18,Campus Job Board,0,Campus,Bachelors,Vanderbilt,Psychology,,,,,,,,,
548996,Operations Coordinator,Operations,New Application,9/21/16,Campus Event,1,Campus,Bachelors,Vanderbilt,Computer Science,PhD,Harvard,Computer Science,,,,,,
2669201,Associate Relationship Manager,Sales,New Application,10/8/16,Campus Job Board,0,Campus,Bachelors,Harvard,Mathematics,,,,,,,,,
2559392,System Engineer,Engineering,New Application,10/28/18,Career Fair,0,Campus,Bachelors,University of Washington,Computer Science,,,,,,,,,
164732,Operations Coordinator,Operations,New Application,12/11/17,Career Fair,0,Campus,Bachelors,NYU,Economics,,,,,,,,,
1740101,Financial Analyst,Finance,New Application,3/29/18,Campus Job Board,0,Campus,PhD,Harvard,Computer Science,Bachelors,Vanderbilt,Statistics,,,,,,
5833761,System Engineer,Engineering,New Application,1/2/17,Website,2,Campus,Bachelors,Georgia Tech,Computer Science,Masters,Harvard,Mathematics,Masters,University of Washington,Mathematics,,,
1166567,System Engineer,Engineering,New Application,11/12/17,Campus Event,3,Campus,Bachelors,Harvard,Computer Science,Masters,UC Berkeley,Physics,PhD,MIT,Physics,,,
1469987,Operations Generalist,Operations,New Application,1/30/17,Career Fair,0,Campus,Bachelors,University of Michigan,English,,,,,,,,,
3003392,Associate Relationship Manager,Sales,New Application,1/19/17,Career Fair,0,Campus,Bachelors,University of Washington,Mathematics,,,,,,,,,
79493,System Engineer,Engineering,New Application,9/20/18,Career Fair,0,Campus,Bachelors,MIT,Statistics,,,,,,,,,
181959,System Engineer,Engineering,New Application,11/11/16,Campus Job Board,0,Campus,Masters,University of Michigan,Statistics,Bachelors,Harvard,Statistics,Bachelors,Harvard,Statistics,,,
1008141,System Engineer,Engineering,New Application,12/3/16,Campus Event,0,Campus,PhD,Vanderbilt,Mathematics,Masters,Harvard,Computer Science,Bachelors,Georgia Tech,Computer Science,,,
511112,System Engineer,Engineering,New Application,3/18/18,Campus Job Board,1,Campus,Bachelors,UC Berkeley,Physics,Masters,University of Michigan,Computer Science,Masters,University of Washington,Statistics,,,
1905107,System Engineer,Engineering,New Application,10/30/17,Campus Job Board,0,Campus,Bachelors,Harvard,Mathematics,,,,,,,,,
6363899,UX Designer,Product,Phone Screen,8/20/17,Agency,5,Experienced,Bachelors,University of Michigan,Management,,,,,,,,,
3112787,Finance Manager,Finance,New Application,8/19/17,Career Fair,6,Experienced,Bachelors,NYU,Statistics,,,,,,,,,
1458437,Associate Relationship Manager,Sales,New Application,10/21/16,Campus Event,0,Campus,Bachelors,Vanderbilt,Classics,,,,,,,,,
112136,Operations Coordinator,Operations,New Application,11/21/18,Campus Job Board,0,Campus,Masters,Harvard,Economics,Bachelors,MIT,Mathematics,Bachelors,MIT,Mathematics,,,
3373359,System Engineer,Engineering,New Application,3/30/18,Campus Job Board,0,Campus,Bachelors,University of Washington,Computer Science,,,,,,,,,
225911,System Engineer,Engineering,New Application,11/6/17,Career Fair,0,Campus,Bachelors,MIT,Computer Science,,,,,,,,,
2651109,Associate Relationship Manager,Sales,New Application,1/27/18,Campus Job Board,0,Campus,Masters,Vanderbilt,Economics,Bachelors,Vanderbilt,Classics,,,,,,
256137,IT Analyst,IT,New Application,12/29/18,Campus Event,1,Campus,PhD,Georgia Tech,Mathematics,Bachelors,University of Texas,Computer Science,,,,,,
1160741,System Engineer,Engineering,New Application,12/28/16,Website,1,Campus,Masters,Harvard,Computer Science,Bachelors,Vanderbilt,Mathematics,Bachelors,Vanderbilt,Computer Science,,,
180968,System Engineer,Engineering,New Application,10/26/18,Career Fair,0,Campus,Bachelors,Harvard,English,,,,,,,,,
6252896,Operations Coordinator,Operations,New Application,8/23/18,Career Fair,1,Campus,PhD,UC Berkeley,Statistics,Bachelors,UC Berkeley,Computer Science,,,,,,
691026,Sr. Customer Service Operations Associate,Operations,New Application,12/1/18,Agency,5,Experienced,Bachelors,NYU,Statistics,Bachelors,Vanderbilt,Statistics,,,,,,
6268821,System Engineer,Engineering,Phone Screen,2/16/18,Advertisement,0,Campus,Masters,Columbia,Mathematics,Bachelors,Harvard,Mathematics,Bachelors,Harvard,Statistics,,,
1010834,Associate Relationship Manager,Sales,New Application,8/21/18,Career Fair,0,Campus,Bachelors,University of Texas,Mathematics,,,,,,,,,
312584,Associate Relationship Manager,Sales,New Application,2/24/18,Campus Job Board,1,Campus,Bachelors,UC Berkeley,Economics,Bachelors,Harvard,Political Science,,,,,,
5097336,Associate Relationship Manager,Sales,New Application,9/29/16,Campus Event,0,Campus,Masters,Harvard,Mathematics,Bachelors,NYU,Computer Science,,,,,,
6007722,Associate Relationship Manager,Sales,New Application,9/6/17,Campus Job Board,0,Campus,Bachelors,Harvard,Computer Science,PhD,Columbia,Statistics,,,,,,
582666,Associate Product Manager,Product,New Application,9/7/18,Career Fair,0,Campus,Bachelors,NYU,Mathematics,,,,,,,,,
4912607,System Engineer,Engineering,New Application,12/8/17,Career Fair,0,Campus,Bachelors,NYU,Mathematics,,,,,,,,,
1131851,Associate Relationship Manager,Sales,New Application,10/12/18,Campus Job Board,1,Campus,Bachelors,NYU,Computer Science,Masters,Columbia,English,Masters,University of Washington,Computer Science,,,
4691891,Operations Coordinator,Operations,New Application,10/29/16,Campus Event,3,Campus,Bachelors,Georgia Tech,Political Science,Bachelors,Columbia,Mathematics,,,,,,
606462,System Engineer,Engineering,New Application,9/14/16,Campus Job Board,2,Campus,PhD,MIT,Statistics,Masters,UC Berkeley,Mathematics,Bachelors,UC Berkeley,Computer Science,,,
6089667,System Engineer,Engineering,Phone Screen,2/28/18,Campus Job Board,4,Campus,PhD,Columbia,Mathematics,Bachelors,MIT,Computer Science,,,,,,
4318112,Associate Relationship Manager,Sales,New Application,11/23/18,Campus Event,0,Campus,Bachelors,Harvard,Political Science,,,,,,,,,
132602,System Engineer,Engineering,New Application,10/21/18,Campus Job Board,0,Campus,Bachelors,MIT,Statistics,,,,,,,,,
5447771,System Engineer,Engineering,New Application,11/3/18,Career Fair,2,Campus,Masters,Columbia,Mathematics,Bachelors,Harvard,Computer Science,Bachelors,Harvard,English,,,
317141,IT Analyst,IT,New Application,9/23/18,Career Fair,0,Campus,Bachelors,Columbia,Physics,,,,,,,,,
3639426,Operations Generalist,Operations,New Application,9/12/17,Career Fair,0,Campus,Bachelors,MIT,Business,,,,,,,,,
6236502,System Engineer,Engineering,In-House Interview,9/2/16,Advertisement,1,Campus,PhD,University of Texas,Computer Science,Bachelors,Columbia,Mathematics,,,,,,
2811584,Operations Generalist,Operations,New Application,11/29/18,Campus Job Board,1,Campus,Masters,UC Berkeley,Management,Bachelors,UC Berkeley,Economics,,,,,,
1414346,Financial Analyst,Finance,New Application,1/21/18,Advertisement,0,Campus,Bachelors,MIT,Mathematics,,,,,,,,,
6162872,Associate Relationship Manager,Sales,Phone Screen,2/7/17,Campus Job Board,0,Campus,Bachelors,University of Michigan,Physics,,,,,,,,,
9486,System Engineer,Engineering,New Application,3/2/16,Advertisement,0,Campus,Bachelors,Georgia Tech,Computer Science,,,,,,,,,
5369591,Associate Product Manager,Product,New Application,10/13/18,Campus Event,0,Campus,Bachelors,Columbia,Computer Science,,,,,,,,,
5776352,Account Executive,Sales,In-House Interview,9/4/18,Website,6,Experienced,Bachelors,University of Washington,Psychology,,,,,,,,,
71471,System Engineer,Engineering,New Application,8/4/18,Career Fair,0,Campus,Bachelors,Columbia,Physics,,,,,,,,,
4393941,Associate Relationship Manager,Sales,New Application,9/25/17,Campus Job Board,0,Campus,Bachelors,University of Washington,Statistics,,,,,,,,,
95993,System Engineer,Engineering,New Application,8/15/18,Career Fair,0,Campus,Bachelors,Harvard,Computer Science,,,,,,,,,
4538687,Associate Product Manager,Product,New Application,9/2/18,Campus Job Board,0,Campus,Bachelors,NYU,Mathematics,,,,,,,,,
3370802,Associate Relationship Manager,Sales,New Application,9/5/18,Campus Job Board,0,Campus,Bachelors,University of Michigan,Mathematics,Bachelors,MIT,Economics,,,,,,
5470682,IT Analyst,IT,New Application,1/10/18,Campus Job Board,0,Campus,Masters,Harvard,Statistics,Bachelors,Columbia,English,,,,,,
6092502,System Engineer,Engineering,Phone Screen,10/8/17,Campus Event,4,Campus,PhD,NYU,Statistics,Masters,Georgia Tech,Statistics,Bachelors,Columbia,Computer Science,,,
361796,System Engineer,Engineering,In-House Interview,11/11/18,Campus Event,0,Campus,Bachelors,University of Michigan,Statistics,,,,,,,,,
5589284,System Engineer,Engineering,In-House Interview,3/12/18,Campus Event,0,Campus,Bachelors,University of Michigan,Computer Science,,,,,,,,,
6078867,Associate Relationship Manager,Sales,New Application,1/18/16,Career Fair,0,Campus,Bachelors,UC Berkeley,Computer Science,,,,,,,,,
6127152,Associate Product Manager,Product,New Application,10/3/18,Advertisement,0,Campus,Bachelors,Columbia,Economics,,,,,,,,,
118709,Associate Relationship Manager,Sales,New Application,3/11/16,Website,0,Campus,Bachelors,NYU,Mathematics,,,,,,,,,
3026,System Engineer,Engineering,Offer Sent,10/16/16,Career Fair,0,Campus,Masters,University of Michigan,English,Bachelors,NYU,Economics,Bachelors,NYU,Mathematics,,,
620609,System Engineer,Engineering,In-House Interview,12/14/16,Website,0,Campus,Masters,Harvard,Economics,Bachelors,University of Michigan,Computer Science,Bachelors,University of Michigan,Statistics,,,
6111977,System Engineer,Engineering,Phone Screen,10/7/16,Career Fair,2,Campus,Bachelors,MIT,Statistics,PhD,NYU,Computer Science,,,,,,
6246951,System Engineer,Engineering,Phone Screen,10/8/16,Campus Event,2,Campus,Bachelors,NYU,Statistics,PhD,Vanderbilt,Statistics,,,,,,
5622459,Associate Relationship Manager,Sales,New Application,9/18/18,Campus Job Board,0,Campus,Bachelors,University of Texas,Economics,,,,,,,,,
6090774,System Engineer,Engineering,New Application,9/4/16,Advertisement,2,Campus,PhD,MIT,Computer Science,Bachelors,Georgia Tech,English,,,,,,
6111422,IT Analyst,IT,New Application,12/21/16,Campus Job Board,0,Campus,Bachelors,NYU,Statistics,,,,,,,,,
65090,Sr. Business Analyst,IT,Offer Sent,8/25/16,Website,10,Experienced,Bachelors,NYU,Economics,,,,,,,,,
433847,System Engineer,Engineering,New Application,3/18/17,Advertisement,0,Campus,Bachelors,Harvard,Statistics,,,,,,,,,
12761,System Engineer,Engineering,New Application,9/17/18,Career Fair,0,Campus,Bachelors,Harvard,Economics,,,,,,,,,
1086459,System Engineer,Engineering,New Application,2/16/16,Campus Job Board,1,Campus,Masters,NYU,Computer Science,Bachelors,Vanderbilt,Mathematics,Bachelors,Vanderbilt,Physics,,,
103209,Associate Product Manager,Product,In-House Interview,8/12/16,Campus Job Board,0,Campus,Bachelors,Georgia Tech,Statistics,Bachelors,MIT,Management,Bachelors,MIT,Economics,,,
5789834,System Engineer,Engineering,New Application,12/7/16,Campus Job Board,0,Campus,Masters,NYU,Computer Science,Bachelors,Columbia,Statistics,Bachelors,Columbia,Computer Science,,,
3149702,Operations Generalist,Operations,New Application,2/19/17,Campus Job Board,0,Campus,Bachelors,University of Texas,Statistics,,,,,,,,,
400562,Sr. Business Analyst,IT,New Application,12/27/16,Advertisement,8,Experienced,Bachelors,Columbia,Statistics,,,,,,,,,
2122001,System Engineer,Engineering,New Application,1/8/16,Advertisement,0,Campus,Bachelors,Columbia,Mathematics,Masters,Harvard,Statistics,PhD,MIT,Computer Science,,,
6076199,Account Executive,Sales,Phone Screen,2/28/18,Advertisement,8,Experienced,Masters,Columbia,Management,Bachelors,Harvard,Psychology,,,,,,
1227206,Sr. Business Analyst,IT,New Application,3/7/17,Website,14,Experienced,PhD,Vanderbilt,Computer Science,Bachelors,Columbia,Computer Science,,,,,,
6155411,System Engineer,Engineering,Phone Screen,12/16/17,Website,1,Campus,PhD,NYU,Statistics,Masters,NYU,Statistics,Bachelors,NYU,Mathematics,,,
6086562,System Engineer,Engineering,Phone Screen,11/12/18,Website,1,Campus,PhD,Harvard,Mathematics,Bachelors,Georgia Tech,Mathematics,,,,,,
4159932,Operations Coordinator,Operations,New Application,12/31/18,Campus Job Board,0,Campus,Bachelors,Harvard,Political Science,,,,,,,,,
150851,System Engineer,Engineering,In-House Interview,9/20/17,Career Fair,1,Campus,PhD,NYU,Mathematics,Bachelors,UC Berkeley,Statistics,,,,,,
455336,Associate Relationship Manager,Sales,New Application,11/2/18,Campus Job Board,0,Campus,Bachelors,Georgia Tech,Political Science,,,,,,,,,
237896,Associate Relationship Manager,Sales,New Application,12/10/16,Career Fair,0,Campus,Bachelors,Harvard,Statistics,,,,,,,,,
8906,System Engineer,Engineering,New Application,3/16/17,Advertisement,0,Campus,Bachelors,University of Michigan,Computer Science,,,,,,,,,
333816,Operations Coordinator,Operations,New Application,10/11/18,Website,0,Campus,Bachelors,Vanderbilt,Political Science,Bachelors,Harvard,Sociology,,,,,,
3700859,Associate Relationship Manager,Sales,New Application,9/19/17,Campus Job Board,1,Campus,Bachelors,University of Michigan,Political Science,Bachelors,Harvard,Management,,,,,,
1854212,System Engineer,Engineering,New Application,9/4/18,Career Fair,1,Campus,Masters,University of Texas,Mathematics,Bachelors,Columbia,Statistics,Bachelors,Columbia,Computer Science,,,
6157041,Operations Generalist,Operations,New Application,8/22/17,Advertisement,1,Campus,Bachelors,MIT,Statistics,PhD,MIT,Statistics,,,,,,
137409,System Engineer,Engineering,New Application,9/10/18,Career Fair,0,Campus,Bachelors,Columbia,English,,,,,,,,,
1328351,System Engineer,Engineering,New Application,9/23/16,Career Fair,0,Campus,Bachelors,Georgia Tech,Statistics,,,,,,,,,
2783726,Account Executive,Sales,New Application,10/26/18,Agency,7,Experienced,Masters,NYU,Economics,Bachelors,MIT,Mathematics,,,,,,
5722584,Operations Coordinator,Operations,New Application,10/19/17,Campus Job Board,1,Campus,Masters,Harvard,Statistics,Bachelors,NYU,Economics,,,,,,
5167109,System Engineer,Engineering,New Application,2/9/17,Website,1,Campus,Bachelors,NYU,Statistics,PhD,Georgia Tech,English,,,,,,
197351,Operations Generalist,Operations,New Application,10/31/16,Career Fair,0,Campus,Bachelors,Harvard,English,,,,,,,,,
153440,System Engineer,Engineering,New Application,10/3/17,Career Fair,0,Campus,Bachelors,Vanderbilt,Computer Science,,,,,,,,,
131243,System Engineer,Engineering,New Application,10/1/16,Career Fair,0,Campus,Bachelors,University of Michigan,Physics,,,,,,,,,
3424709,Finance Manager,Finance,New Application,10/10/17,Advertisement,5,Experienced,Masters,NYU,Management,Bachelors,University of Texas,Economics,Bachelors,University of Texas,Economics,,,
6087731,System Engineer,Engineering,Phone Screen,10/16/16,Campus Event,0,Campus,Bachelors,Georgia Tech,Mathematics,,,,,,,,,
374909,System Engineer,Engineering,In-House Interview,11/22/16,Campus Event,3,Campus,PhD,UC Berkeley,Physics,Bachelors,Columbia,Computer Science,,,,,,
4309406,Associate Relationship Manager,Sales,New Application,11/22/17,Campus Job Board,0,Campus,Bachelors,MIT,Economics,,,,,,,,,
4094681,Associate Relationship Manager,Sales,New Application,3/7/18,Campus Job Board,0,Campus,Bachelors,Columbia,Computer Science,,,,,,,,,
839247,UX Designer,Product,New Application,10/14/18,Website,6,Experienced,Bachelors,MIT,Economics,Bachelors,University of Michigan,Economics,,,,,,
2802282,Associate Product Manager,Product,New Application,10/22/16,Career Fair,1,Campus,Bachelors,University of Michigan,Mathematics,Bachelors,Columbia,English,,,,,,
4616466,Finance Manager,Finance,New Application,7/13/17,Agency,3,Experienced,Bachelors,NYU,Statistics,,,,,,,,,
3581159,Financial Analyst,Finance,New Application,2/2/16,Campus Event,2,Campus,Bachelors,Vanderbilt,Statistics,Bachelors,Harvard,Mathematics,,,,,,
2586062,System Engineer,Engineering,Phone Screen,1/6/17,Campus Job Board,0,Campus,Bachelors,UC Berkeley,Statistics,Masters,Columbia,Mathematics,Masters,Columbia,Computer Science,,,
177647,Associate Product Manager,Product,New Application,11/21/17,Campus Job Board,0,Campus,Bachelors,Columbia,Computer Science,,,,,,,,,
3674084,Associate Relationship Manager,Sales,In-House Interview,11/11/17,Campus Event,0,Campus,Bachelors,Columbia,Management,,,,,,,,,
129984,Associate Relationship Manager,Sales,New Application,10/24/18,Campus Job Board,0,Campus,Bachelors,Columbia,Political Science,Bachelors,NYU,Mathematics,,,,,,
138201,Financial Analyst,Finance,In-House Interview,9/19/18,Campus Job Board,3,Campus,PhD,NYU,English,Bachelors,MIT,Management,,,,,,
4295,Associate Product Manager,Product,Offer Sent,10/8/18,Career Fair,2,Campus,Bachelors,Columbia,Economics,PhD,Georgia Tech,Economics,,,,,,
3615531,Associate Relationship Manager,Sales,New Application,2/9/18,Campus Job Board,1,Campus,Masters,NYU,English,Bachelors,Harvard,Statistics,Bachelors,Harvard,Computer Science,,,
1377362,System Engineer,Engineering,In-House Interview,9/30/17,Campus Job Board,2,Campus,Bachelors,Harvard,Statistics,PhD,Harvard,Statistics,,,,,,
4373459,Sr. Product Manager,Product,New Application,2/5/17,Website,5,Experienced,Bachelors,NYU,Statistics,,,,,,,,,
4234331,UX Designer,Product,In-House Interview,2/12/17,Website,8,Experienced,Bachelors,NYU,Computer Science,,,,,,,,,
104037,System Engineer,Engineering,New Application,9/13/16,Campus Job Board,0,Campus,Bachelors,Columbia,Computer Science,,,,,,,,,
6207099,Sr. Software Engineer,Engineering,New Application,8/13/18,Agency,6,Experienced,Bachelors,NYU,Mathematics,,,,,,,,,
4728317,IT Analyst,IT,New Application,2/9/18,Campus Job Board,0,Campus,Bachelors,University of Texas,English,,,,,,,,,
2557176,Associate Product Manager,Product,New Application,1/6/16,Advertisement,2,Campus,PhD,Columbia,Economics,Bachelors,Columbia,Computer Science,,,,,,
97731,System Engineer,Engineering,New Application,9/3/18,Career Fair,0,Campus,Bachelors,University of Michigan,Computer Science,,,,,,,,,
4300709,System Engineer,Engineering,In-House Interview,9/14/16,Career Fair,0,Campus,Bachelors,Columbia,Statistics,,,,,,,,,
751047,Associate Relationship Manager,Sales,New Application,2/9/16,Website,0,Campus,Bachelors,Columbia,Mathematics,,,,,,,,,
5272676,Associate Relationship Manager,Sales,New Application,11/6/18,Campus Job Board,0,Campus,Masters,MIT,Statistics,Bachelors,Harvard,Computer Science,,,,,,
1401422,Operations Coordinator,Operations,New Application,10/25/16,Website,0,Campus,Bachelors,University of Washington,Statistics,,,,,,,,,
